uid,nces_school_id,school_name,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale
327,484372004970,Robb Elementary School,4843720,Uvalde CISD,5/24/2022,2021-2022,2022,11:33 AM,Tuesday,Uvalde,Texas,public,538,21,12,33,indiscriminate,18,m,h,,,,,,,,,,47,6,516,0,0,0,2,0,,,29.199304,-99.78812,34.53,3,4,438,Uvalde County,48,48463,33
348,062271003052,Ulysses S. Grant High School,0622710,Los Angeles Unified School District,6/1/2022,2021-2022,2022,3:25 PM,Wednesday,Los Angeles,California,public,1886,0,1,2,targeted,,,,,,,,,,,,,732,58,1010,61,5,2,18,0,,,34.177798,-118.415327,94.35,9,12,2609,Los Angeles County,06,06037,11
347,010162000565,Walnut Park Elementary,0101620,Gadsden City,6/9/2022,2022-2023,2022,9:30 AM,Thursday,Gadsden,Alabama,public,203,1,1,2,targeted,,,,police officer,,,,,,,,,118,48,35,1,1,0,0,0,,,34.0107,-86.0562,13.46,PK,5,252,Etowah County,01,01055,13
345,064074006734,John Finney High School,0640740,Vallejo City Unified District,7/20/2022,2022-2023,2022,9:25 AM,Wednesday,Vallejo,California,public,135,0,0,0,unclear,,m,Hispanic,,,,,,,,,,9,53,65,4,0,2,2,0,,,38.111902,-122.243859,7.12,9,12,93,Solano County,06,06095,12
349,062805004278,Madison Park Academy,0628050,Oakland Unified School District,8/29/2022,2022-2023,2022,1:30 PM,Monday,Oakland,California,public,754,0,1,1,accidental,12,m,,student,0,,,,,,,,5,117,589,15,1,22,5,0,,,37.727297,-122.178837,45.3,6,12,694,Alameda County,06,06001,11
350,240009000280,Mergenthaler Vocational Technical High School,2400090,Baltimore City Public Schools District,9/2/2022,2022-2023,2022,3:00 PM,Friday,Baltimore,Maryland,public,1785,1,0,1,targeted,17,m,,student,,,,,,,,,51,1577,145,6,0,1,5,0,handgun,,39.3322,-76.5911,105.5,9,12,1187,Baltimore City,24,24510,11
351,120129008739,Treasure Cost Classical Academy,1201290,Martin District,9/19/2022,2022-2023,2022,,Monday,Stuart,Florida,public,1030,0,0,0,accidental,,m,w,school resource deputy,0,,,,,,,,818,25,130,20,1,1,35,0,handgun,,27.120513,-80.234928,67,KG,12,153,Martin County,12,12085,21
352,271878000880,Mankato West High School,2718780,Mankoto Public School District,9/20/2022,2022-2023,2022,12:00 PM,Tuesday,Mankoto,Minnesota,public,1243,0,0,0,suicide,,m,,student,,,,,,,,,993,121,59,28,2,59,39,0,,,44.159231,-94.017529,55.56,9,12,259,Blue Earth County,27,27013,13
353,062805007326,Rudsdale High School,0628050,Oakland Unified School District,9/28/2022,2022-2023,2022,12:45 PM,Wednesday,Oakland,California,public,294,0,6,6,indiscriminate,,,,,,,,,,,,,1,56,229,3,0,3,2,0,,,37.76573,-122.153923,17.8,9,12,255,Alameda County,06,06001,11
354,250279000261,Jeremiah E. Burke High School,2502790,Boston Public Schools Library and Media Services,10/4/2022,2022-2023,2022,9:30 AM,Tuesday,Dorchester,Massachusetts,public,390,0,1,1,targeted,17,m,,student,,,,,,,,,15,232,126,3,0,3,11,0,,,42.306942,-71.081648,34.89,9,12,,Suffolk County,25,25025,11
355,550960002700,James Madison Academic Campus,5509600,Milwaukee Public Schools,10/10/2022,2022-2023,2022,3:30 PM,Monday,Milwaukee,Wisconsin,public,699,0,1,1,unclear,,,,,,,,,,,,,10,625,29,21,0,0,14,0,,,43.1261,-88.0128,41.8,9,12,699,Milwaukee County,55,55079,11
356,292928002013,Central Visual and Performing Arts High School,2929280,St. Louis City,10/24/2022,2022-2023,2022,9:10 AM,Monday,St. Louis,Missouri,public,380,2,7,9,indiscriminate,19,m,b,,,,,,,,,,56,289,26,6,1,0,2,0,,,38.604372,-90.270897,26.45,9,12,377,St. Louis City,29,29510,11
357,530771001187,Ingraham High School,5307710,Seattle School District No. 1,11/8/2022,2022-2023,2022,,Tuesday,Seattle,Washington,public,1483,1,0,1,targeted,14,m,,student,,,15,m,,student,,,762,155,235,147,7,5,166,0,handgun,,47.7257,-122.3369,72.41,9,12,186,King County,53,53033,11
358,170492000182,Ball Elementary School,1704920,Ball Chatham Cusd 5,11/11/2022,2022-2023,2022,1:26 PM,Tuesday,Ball,Louisiana,public,606,0,2,2,targeted,,,,,,,,,,,,,473,39,22,24,1,0,47,0,,,39.6716,-89.629,36.32,PK,4,,Sangamon County,17,17167,41
359,181059001739,South Vermillion High School,1810590,South Vermillion Com Sch Corp,11/17/2022,2022-2023,2022,9:30 AM,Thursday,Clinton,Indiana,public,535,0,1,1,accidental,,m,,sheriff deputy,0,,,,,,,,506,4,12,0,0,1,12,1,handgun,,39.689,-87.4138,37.74,9,12,195,Vermillion County,18,18165,31
360,470014802565,Freedom Preparatory High School,4700148,Shelby County,12/5/2022,2022-2023,2022,12:27 PM,Monday,Memphis,Tennessee,public,288,0,1,1,accidental,15,m,,student,0,,,,,,,,1,233,49,0,0,0,5,0,,,35.032022,-90.036586,14.84,6,8,156,Shelby County,47,47157,11
361,240051001164,Suitland High School,2400510,Prince George's County Public Schools,12/8/2022,2022-2023,2022,10:00 AM,Thursday,Forestville,Maryland,public,2047,0,1,1,targeted,16,m,,student,,,,,,,,,28,1806,185,4,5,4,15,0,,,38.853645,-76.917277,133,9,12,807,Prince George's County,24,24033,21
364,370472001860,Fuquay-Varina Middle School,3704720,Wake County Schools,12/8/2022,2022-2023,2022,8:03 AM,Thursday,Fuquay-Varina,North Carolina,public,1157,0,0,0,accidental,12,,,student,,,,,,,,,694,183,210,18,6,3,43,0,,,35.585093,-78.793497,65.5,6,8,196,Wake County,37,37183,21
362,411004000958,Cleveland High School,4110040,Portland County Schools,12/12/2022,2022-2023,2022,12:30 PM,Monday,Portland,Oregon,public,1625,0,1,1,targeted,,,,,,,,,,,,,1062,42,150,138,2,6,198,0,,,45.4985,-122.6391,80.56,9,12,148,Multnomah County,41,41051,11
371,362475006711,Benjamin Franklin High School,3624750,Rochester City School District,1/5/2023,2022-2023,2023,,Thursday,Rochester,New York,public,1029,0,0,0,targeted,,,,,,,,,,,,,83,574,349,18,1,0,4,0,,,43.188169,-77.597958,108.7,9,12,941,Monroe County,36,36055,12
365,390438000590,Beechcroft High School,3904380,Columbus City School District,1/6/2023,2022-2023,2023,11:30 AM,Thursday,Columbus,Ohio,public,630,0,0,0,unclear,15,,,student,,,,,,,,,53,375,141,30,1,1,29,0,,,40.0942,-82.9647,44,9,10,,Franklin County,39,39049,11
363,510264001071,Richneck Elementary School,5102640,Newport News City of Public Schools,1/6/2023,2022-2023,2023,2:00 PM,Friday,Newport News,Virginia,public,586,0,1,1,targeted,6,m,,student,,,,,,,,,141,275,86,20,0,2,62,0,handgun,,37.1564,-76.5237,31,KG,5,492,Newport News City,51,51700,12
366,100023000209,William Penn High School,1000230,Colonial School District,1/10/2023,2022-2023,2023,11:40 AM,Monday,New Castle,Delaware,public,2270,0,0,0,accidental,16,m,,student,,,,,,,,,551,1074,511,47,11,11,65,0,handgun,,39.668622,-75.584879,128,9,12,,New Castle County,10,10003,21
372,220027702434,Booker T. Washington High School,2200277,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1,700,34,0,1,0,0,0,,,29.94991,-90.08925,56,9,12,583,Orleans Parish,22,22071,11
373,BB081130,Plaza Academy,,,1/24/2023,2022-2023,2023,12:34 PM,Tuesday,Kansas City,Missouri,private,50,0,1,1,targeted,,,,,,,,,,,,,,,,,,,,0,,,39.0554877,-94.59127529,,9,12,,Jackson County,29,29095,11
367,490036000764,Taylorsville High School,4900360,Granite District,1/26/2023,2022-2023,2023,,Thursday,Taylorsville,Utah,public,2764,0,0,0,targeted,,,,student,,,,,,,,,1359,90,1041,115,26,95,38,0,,,40.655508,-111.936978,102.81,9,12,1127,Salt Lake County,49,49035,21
368,040963002775,Gila Ridge High School,0409630,Yuma Union High School District,1/30/2023,2022-2023,2023,8:30 AM,Monday,Yuma,Arizona,public,2158,0,2,2,unclear,,,,,,,,,,,,,672,31,1373,15,13,6,48,0,,,32.6857,-114.5107,83.7,9,12,1208,Yuma County,04,04027,41
370,401257000587,Geary Elementary School,4012570,Geary,1/31/2023,2022-2023,2023,,Tuesday,Geary,Oklahoma,public,149,0,0,0,accidental,,,,parent of student,,,,,,,,,71,5,19,0,43,0,11,0,rifle,legally purchased by shooter,35.629468,-98.324487,15.2,PK,5,130,Blaine County,40,40011,43
369,170010905367,Ridgeview Jr. High School,1700109,Ridgeview Cusd 19,2/2/2023,2022-2023,2023,10:00 AM,Thursday,Pickerington,Ohio,public,143,0,0,0,targeted,,m,,,,,,,,,,,129,2,3,0,0,0,9,0,,,40.5638,-88.6136,6.7,6,10,60,Mclean County,17,17113,42
375,360010306362,PS 78,3600103,New York City Geographic District #31,2/13/2023,2022-2023,2023,12:35 PM,Monday,Staten Island,New York,public,594,0,0,0,unclear,,,,,,,,,,,,,25,242,280,22,8,10,7,0,,,40.6223,-74.0787,54.14,PK,5,569,Richmond County,36,36085,11
374,481620001203,Dalhart ISD schools,4816200,Dalhart ISD,2/13/2023,2022-2023,2023,12:00 PM,Monday,Dalhart,Texas,public,1735,1,0,1,accidental,,,,,,,,,,,,,521,13,1178,3,6,1,13,0,,,36.047164,-102.499399,128.91,PK,12,1162,Hartley County,48,48205,41
376,421917007412,Westinghouse Academy,4219170,Pittsburgh Sd,2/14/2023,2022-2023,2023,,Tuesday,Pittsburgh,Pennsylvania,public,679,0,4,4,unclear,,,,,,,,,,,,,11,627,10,1,3,0,27,0,,,40.4609,-79.9012,63.7,6,12,676,Allegheny County,42,42003,11
377,480813000170,Palo Duro High School,4808130,Amarillo Isd,3/6/2023,2022-2023,2023,2:00 PM,Monday,Amarillo,Texas,public,1895,0,1,1,unclear,,,,,,,,,,,,,203,347,1083,211,7,6,38,0,,,35.228498,-101.824434,131,9,12,1499,Potter County,48,48375,12
378,480870000253,Lamar High School,4808700,Arlington Isd,3/20/2023,2022-2023,2023,6:55 AM,Monday,Arlington,Texas,public,"2,541",1,1,2,unclear,,m,,student,,,,,,,,,385,901,"1,107",65,13,3,67,0,,,32.763804,-97.125993,166.97,9,12,"1,820",Tarrant County,48,48439,11
381,010009000011,Anniston High School,0100090,Anniston City,3/22/2023,2022-2023,2023,12:45 PM,Wednesday,Anniston,Alabama,public,450,0,1,1,accidental,,,,student,,,,,,,,,21,387,30,0,0,0,12,0,,,33.6612,-85.82,25.5,9,12,387,Calhoun County,01,01015,13
379,080336000338,East High School,0803360,School District NO. 1 In The County Of Denver And State Of Colorado,3/22/2023,2022-2023,2023,9:55 AM,Wednesday,Denver,Colorado,public,2589,0,2,2,targeted,17,m,b,student,1,suicide,,,,,,,1325,417,571,63,6,8,199,0,ghost gun,,39.7416,-104.9557,123.63,9,12,743,Denver County,08,08031,11
382,180660001162,Northridge Middle School,1806600,Middlebury Community Schools,3/24/2023,2022-2023,2023,,Friday,Middlebury,Indiana,public,1002,0,0,0,public suicide,,,,staff member,1,suicide,,,,,,,831,19,107,9,,1,35,0,,,41.672866,-85.726857,68.5,6,8,266,Elkhart County,18,18039,41
380,A0503352,The Covenant School,,,3/27/2023,2022-2023,2023,10:13 AM,Monday,Nashville,Tennessee,private,200,6,0,6,indiscriminate,28,f,w,former student,1,police shooting,,,,,,,112,3,0,1,0,0,0,0,,,36.09286762,-86.82526612,15,PK,6,,Davidson County,47,47037,11
383,510324002081,George Wythe High School,5103240,Richmond City Pblc Schs,4/27/2023,2022-2023,2023,12:02 PM,Thursday,Richmond,Virginia,public,1296,0,2,2,targeted,18,m,,student,,,,,,,,,32,598,652,3,0,0,11,0,,,37.510274,-77.483075,71.84,9,12,1116,Richmond City,51,51760,12
384,470222000822,West High School,4702220,Knox County,4/28/2023,2022-2023,2023,9:20 AM,Friday,Knoxville,Tennessee,public,1525,0,1,1,accidental,14,m,,student,,,,,,,,,909,305,187,23,0,3,98,0,handgun,,35.9485,-83.973,85.5,9,12,303,Knox County,47,47093,12
385,260019501104,International Academy of Flint K12,2600195,International Academy of Flint,5/2/2023,2022-2023,2023,3:30 PM,Tuesday,Flint,Michigan,public,927,0,1,1,targeted,27,f,,parent,,,,,,,,,36,800,12,0,7,0,72,0,,,42.9966,-83.6785,49,PK,12,787,Genesee County,26,26049,13
388,320006000029,Von Tobel Ed MS,3200060,Clark County School District,5/8/2023,2022-2023,2023,12:30 PM,Monday,Las Vegas,Nevada,public,"1,051",0,1,1,accidental,18,m,,,,,,,,,,,25,128,867,6,2,6,17,0,,,36.20418,-115.097412,,6,8,1051,Clark County,32,32003,21
386,421899007517,E. Washington Rhodes Elementary School,4218990,Philadelphia City Sd,5/8/2023,2022-2023,2023,11:30 AM,Monday,Philadelphia,Pennsylvania,public,406,0,0,0,accidental,,,,student,,,,,,,,,4,370,20,0,3,0,9,0,,,40.0028,-75.1781,41.37,KG,8,403,Philadelphia County,42,42101,11
387,110003000008,Roosevelt High School,1100030,District Of Columbia Public Schools,5/17/2023,2022-2023,2023,2:25 PM,Wednesday,Washington,District of Columbia,public,797,1,0,1,unclear,,,,,,,,,,,,,6,432,354,4,0,0,1,0,,,38.942971,-77.029177,67.9,9,12,392,District Of Columbia,11,11001,11
390,00600937,St. John's Prep,,,5/22/2023,2022-2023,2023,,Monday,Danvers,Massachusetts,private,1446,0,0,0,accidental,,m,,police officer,,,,,,,,,1186,50,140,50,0,10,10,0,,,42.5826821,-70.95260296,176.3,6,12,,Essex County,25,25009,21
389,421917006047,Oliver Citywide Academy,4219170,Pittsburgh Sd,5/24/2023,2022-2023,2023,7:30 AM,Wednesday,Pittsburgh,Pennsylvania,public,106,1,0,1,targeted,15,m,,student,,,,,,,,,9,82,2,1,0,0,12,0,,,40.464327,-80.024121,22.63,3,12,88,Allegheny County,42,42003,11
391,260021001494,Michigan Collegiate High School,2600210,Conner Creek Academy East,6/5/2023,2022-2023,2023,2:40 PM,Monday,Warren,Michigan,public,643,0,0,0,targeted,22,m,b,associate of student,,,,,,,,,3,628,2,4,0,0,6,0,handgun,,42.522585,-83.066681,24.84,6,12,595,Macomb County,26,26099,12
